Evaluation took:
  42.202 seconds of real time
  42.461852 seconds of total run time (34.305675 user, 8.156177 system)
  [ Run times consist of 0.418 seconds GC time, and 42.044 seconds non-GC time. ]
  100.62% CPU
  129,710,136,447 processor cycles
  2,478,721,072 bytes consed


Number of samples:   4236
Sample interval:     0.001 seconds
Total sampling time: 4.236 seconds
Number of cycles:    0
Sampled threads:
 #<SB-THREAD:THREAD "Swank Sentinel" RUNNING {1002D05593}>
 #<SB-THREAD:THREAD "control-thread" RUNNING {10030978A3}>
 #<SB-THREAD:THREAD "swank-indentation-cache-thread" RUNNING {1003098173}>
 #<SB-THREAD:THREAD "auto-flush-thread" RUNNING {100310FDA3}>
 #<SB-THREAD:THREAD "repl-thread" RUNNING {100310FFA3}>

           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
 239      2   0.0      2   0.0   3581  84.5        -  (LAMBDA (SB-PCL::METHOD-ARGS SB-PCL::NEXT-METHODS) :IN SB-PCL::METHOD-FUNCTION-FROM-FAST-FUNCTION)
 240      2   0.0      2   0.0   3583  84.6        -  SB-PCL::SETF-SLOT-VALUE-USING-CLASS-DFUN
 241      2   0.0      2   0.0   3585  84.6        -  "foreign function glUniform2fv"
 242      2   0.0      2   0.0   3587  84.7        -  DAFT::COLLISION-INFO-IDS
 243      2   0.0      2   0.0   3589  84.7        -  SB-VM::FILL-VECTOR/T
 244      2   0.0      2   0.0   3591  84.8        -  (SB-IMPL::OPTIMIZED-DATA-VECTOR-REF (SIGNED-BYTE 32))
 245      2   0.0      2   0.0   3593  84.8        -  (LAMBDA (&REST CFFI::ARGS) :IN "/home/baggers/quicklisp/local-projects/daft/src/gpu-types.lisp")
 246      2   0.0      2   0.0   3595  84.9        -  SB-EXT:READTABLE-NORMALIZATION
 247      2   0.0      2   0.0   3597  84.9        -  (SB-PCL::EMF SHARED-INITIALIZE)
 248      2   0.0      2   0.0   3599  85.0        -  "#<code object [0] {2319442F}>"
 249      2   0.0      2   0.0   3601  85.0        -  (LAMBDA (SB-PCL::.PV. SB-PCL::.NEXT-METHOD-CALL. SB-PCL::.ARG0. SB-PCL::.ARG1. SB-INT:&MORE SB-PCL::.DFUN-MORE-CONTEXT. SB-PCL::.DFUN-MORE-COUNT.))
 250      2   0.0      2   0.0   3603  85.1        -  SB-KERNEL:HAIRY-DATA-VECTOR-SET
 251      2   0.0      2   0.0   3605  85.1        -  DAFT::RUN-END-OF-FRAME-TASKS
 252      2   0.0      2   0.0   3607  85.2        -  "#<code object [0] {231933EF}>"
 253      2   0.0      2   0.0   3609  85.2        -  SB-KERNEL:OUTPUT-OBJECT
 254      2   0.0      2   0.0   3611  85.2        -  SB-IMPL::EQ-HASH
 255      2   0.0      2   0.0   3613  85.3        -  (FLET #:CLEANUP-FUN-244 :IN DAFT::RUN-COLLISION-CHECKS)
 256      2   0.0      2   0.0   3615  85.3        -  DAFT::CLEAR-THIS-FRAMES-TIMER-DATA
 257      1   0.0   4042  95.4   3616  85.4        -  SB-THREAD::CALL-WITH-MUTEX
 258      1   0.0    147   3.5   3617  85.4        -  SPARKLE-MAIN
 259      1   0.0     89   2.1   3618  85.4        -  DAFT::ROTATE-ACTOR-KIND-STATE
 260      1   0.0     86   2.0   3619  85.4        -  WALL-RED-MAIN
 261      1   0.0     42   1.0   3620  85.5        -  SWANK::LOG-EVENT
 262      1   0.0     41   1.0   3621  85.5        -  SB-IMPL::%WITH-STANDARD-IO-SYNTAX
 263      1   0.0     39   0.9   3622  85.5        -  (FLET #:THUNK :IN SWANK::LOG-EVENT)
 264      1   0.0     35   0.8   3623  85.5        -  SB-FORMAT::%FORMAT
 265      1   0.0     31   0.7   3624  85.6        -  CEPL.GPU-BUFFERS::GPU-ARRAY-SUB-DATA
 266      1   0.0     24   0.6   3625  85.6        -  (SB-PCL::FAST-METHOD MAKE-INSTANCE (SYMBOL))
 267      1   0.0     24   0.6   3626  85.6        -  SB-FORMAT::S-FORMAT-DIRECTIVE-INTERPRETER
 268      1   0.0     21   0.5   3627  85.6        -  CEPL.HOST:HOST-STEP
 269      1   0.0     18   0.4   3628  85.6        -  MISSILE-MAIN
 270      1   0.0     14   0.3   3629  85.7        -  AUTOWRAP:ALLOC
 271      1   0.0     11   0.3   3630  85.7        -  CEPL.HOST:HOST-SWAP
 272      1   0.0     10   0.2   3631  85.7        -  DAFT::BAH-RESIZE-HACK
 273      1   0.0      9   0.2   3632  85.7        -  (FLET #:CLEANUP-FUN-503 :IN DAFT::RUN-ALL-KIND-COLLISION-CHECKS)
 274      1   0.0      9   0.2   3633  85.8        -  DAFT::CLEAR-OI-ACCUM-FBO
 275      1   0.0      8   0.2   3634  85.8        -  FIND-SYMBOL
 276      1   0.0      8   0.2   3635  85.8        -  TURN-TOWARDS
 277      1   0.0      4   0.1   3636  85.8        -  CL-OPENGL-BINDINGS:BIND-BUFFER
 278      1   0.0      4   0.1   3637  85.9        -  SB-KERNEL:%ASSOC-TEST
 279      1   0.0      4   0.1   3638  85.9        -  (SB-PCL::FAST-METHOD SPAWN ((EQL (QUOTE DEAD-WHITE)) T))
 280      1   0.0      4   0.1   3639  85.9        -  DAFT::CLEAR-OIT-PLINE
 281      1   0.0      4   0.1   3640  85.9        -  (LAMBDA NIL :IN "/home/baggers/quicklisp/local-projects/daft/src/gpu-types.lisp")
 282      1   0.0      4   0.1   3641  86.0        -  (SB-PCL::FAST-METHOD AUTOWRAP:BASIC-FOREIGN-TYPE (AUTOWRAP:FOREIGN-RECORD))
 283      1   0.0      3   0.1   3642  86.0        -  RTG-MATH.VECTOR2:ANGLE-FROM
 284      1   0.0      3   0.1   3643  86.0        -  FOCUS-OFFSET
 285      1   0.0      3   0.1   3644  86.0        -  VARJO.INTERNALS:RESOLVE-NAME-FROM-ALTERNATIVE
 286      1   0.0      2   0.0   3645  86.0        -  (FLET #:CLEANUP-FUN-587 :IN DAFT::ACCUM-ACTORS-TRANSPARENT)
 287      1   0.0      2   0.0   3646  86.1        -  CL-OPENGL-BINDINGS:BLEND-FUNC-SEPARATE-I
 288      1   0.0      2   0.0   3647  86.1        -  DIRECTION-TO
 289      1   0.0      2   0.0   3648  86.1        -  CL-OPENGL-BINDINGS:BLEND-EQUATION-SEPARATE
 290      1   0.0      2   0.0   3649  86.1        -  SB-IMPL::FIND-PACKAGE-USING-PACKAGE
 291      1   0.0      2   0.0   3650  86.2        -  (FLET #:CLEANUP-FUN-145 :IN DAFT::DRAW-ACTOR-COLLISION-MASK)
 292      1   0.0      2   0.0   3651  86.2        -  CL-OPENGL-BINDINGS:SHADER-STORAGE-BLOCK-BINDING
 293      1   0.0      2   0.0   3652  86.2        -  SWANK/BACKEND:RECEIVE-IF
 294      1   0.0      2   0.0   3653  86.2        -  SB-INT:FIND-UNDELETED-PACKAGE-OR-LOSE
 295      1   0.0      2   0.0   3654  86.3        -  SET-FRAME
 296      1   0.0      2   0.0   3655  86.3        -  (FLET #:CLEANUP-FUN-192 :IN DAFT::DRAW-ACTORS-OPAQUE)
 297      1   0.0      2   0.0   3656  86.3        -  SB-EXT:FINALIZE
 298      1   0.0      2   0.0   3657  86.3        -  DEAD-WHITE-SETUP
 299      1   0.0      1   0.0   3658  86.4        -  RTG-MATH.VECTOR2:DOT
 300      1   0.0      1   0.0   3659  86.4        -  "#<code object [0] {2319186F}>"
 301      1   0.0      1   0.0   3660  86.4        -  SB-VM::UNDEFINED-TRAMP
 302      1   0.0      1   0.0   3661  86.4        -  CEPL.PIPELINES::FALLBACK-IUNIFORM-FUNC
 303      1   0.0      1   0.0   3662  86.4        -  %CEPL.TYPES:MAKE-UNINITIALIZED-GPU-ARRAY-BB
 304      1   0.0      1   0.0   3663  86.5        -  "foreign function atan2"
 305      1   0.0      1   0.0   3664  86.5        -  (LAMBDA (#:G24 ACTOR-KIND) :IN DAFT::UPDATE-ACTOR-KINDS)
 306      1   0.0      1   0.0   3665  86.5        -  SB-KERNEL:RUN-PENDING-FINALIZERS
 307      1   0.0      1   0.0   3666  86.5        -  "#<code object [0] {2319147F}>"
 308      1   0.0      1   0.0   3667  86.6        -  CLEAR-COLOR
 309      1   0.0      1   0.0   3668  86.6        -  EQUAL
 310      1   0.0      1   0.0   3669  86.6        -  SB-IMPL::APPEND2
 311      1   0.0      1   0.0   3670  86.6        -  KEYBOARD-BUTTON
 312      1   0.0      1   0.0   3671  86.7        -  "#<code object [0] {22CEB93F}>"
 313      1   0.0      1   0.0   3672  86.7        -  (FLET #:CLEANUP-FUN-485 :IN DAFT::RUN-ALL-KIND-COLLISION-CHECKS)
 314      1   0.0      1   0.0   3673  86.7        -  (LAMBDA NIL :IN CFFI::NOTICE-FOREIGN-TYPE)
 315      1   0.0      1   0.0   3674  86.7        -  DAFT::MARK-ACTORS-CLEAN
 316      1   0.0      1   0.0   3675  86.8        -  (LAMBDA (SB-PCL::.PV. SB-PCL::.NEXT-METHOD-CALL. SB-KERNEL:INSTANCE) :IN SB-PCL::MAKE-STD-READER-METHOD-FUNCTION)
 317      1   0.0      1   0.0   3676  86.8        -  (SB-PCL::FAST-METHOD CFFI:FOREIGN-TYPE-SIZE (CFFI::FOREIGN-TYPE-ALIAS))
 318      1   0.0      1   0.0   3677  86.8        -  (LAMBDA (SB-IMPL::BUFFER SB-IMPL::FROM) :IN GET-OUTPUT-STREAM-STRING)
 319      1   0.0      1   0.0   3678  86.8        -  (LAMBDA NIL :IN "/home/baggers/quicklisp/local-projects/daft/src/actor/public-state.lisp")
 320      1   0.0      1   0.0   3679  86.9        -  SB-KERNEL:%SP-STRING-COMPARE
 321      1   0.0      1   0.0   3680  86.9        -  SB-KERNEL:%FIND-POSITION
 322      1   0.0      1   0.0   3681  86.9        -  (SB-PCL::FAST-METHOD ELEMENT-TYPE (C-ARRAY))
 323      1   0.0      1   0.0   3682  86.9        -  (LAMBDA (SB-PCL::.PV. SB-PCL::.NEXT-METHOD-CALL. SB-PCL::.ARG0.) :IN "/home/baggers/.cache/common-lisp/sbcl-1.3.18-linux-x64/home/baggers/quicklisp/local-projects/the-works/cl-sdl2/src/events.fasl")
 324      1   0.0      1   0.0   3683  86.9        -  SB-KERNEL:%NEGATE
 325      1   0.0      1   0.0   3684  87.0        -  "#<code object [0] {231058DF}>"
 326      1   0.0      1   0.0   3685  87.0        -  SDL2-FFI::MAKE-SDL-EVENT
 327      1   0.0      1   0.0   3686  87.0        -  RTG-MATH.VECTOR2:MAKE
 328      1   0.0      1   0.0   3687  87.0        -  "foreign function ldso_stub__cos"
 329      1   0.0      1   0.0   3688  87.1        -  VAO-BOUND
 330      1   0.0      1   0.0   3689  87.1        -  SB-KERNEL:%SET-FILL-POINTER
 331      1   0.0      1   0.0   3690  87.1        -  SB-IMPL::GET3
 332      1   0.0      1   0.0   3691  87.1        -  SB-FORMAT::%-FORMAT-DIRECTIVE-INTERPRETER
 333      1   0.0      1   0.0   3692  87.2        -  VARJO.INTERNALS::TYPE-NAME-KNOWN
 334      1   0.0      1   0.0   3693  87.2        -  CLASS-OF
 335      1   0.0      1   0.0   3694  87.2        -  RTG-MATH.VECTOR2::%+
 336      1   0.0      1   0.0   3695  87.2        -  SDL2-FFI.FUNCTIONS:SDL-GL-SWAP-WINDOW
 337      1   0.0      1   0.0   3696  87.3        -  (LAMBDA (SB-PCL::.ARG0.) :IN "/home/christophe/src/sbcl-release-dir-20170530-aobhhg1yU/sbcl-1.3.18/src/pcl/braid.fasl")
 338      1   0.0      1   0.0   3697  87.3        -  CEPL.HIDDEN::DAFT.COLLISION-INFO.FROM-FOREIGN
 339      1   0.0      1   0.0   3698  87.3        -  CEPL.HIDDEN::DAFT.COLLISION-INFO.MAKE
 340      1   0.0      1   0.0   3699  87.3        -  "foreign function glUniform1i"
 341      1   0.0      1   0.0   3700  87.3        -  (SB-PCL::FAST-METHOD SB-MOP:CLASS-PROTOTYPE :BEFORE (T))
 342      1   0.0      1   0.0   3701  87.4        -  (FLET #:CLEANUP-FUN-37 :IN DAFT::CLEAR-OI-ACCUM-FBO)
 343      1   0.0      1   0.0   3702  87.4        -  (SB-PCL::FAST-METHOD INITIALIZE-INSTANCE :AFTER (V-TYPE))
 344      1   0.0      1   0.0   3703  87.4        -  (FLET #:WRAPPER7 :IN CEPL.C-ARRAYS::CHECK-C-ARRAY-DIMENSIONS)
 345      1   0.0      1   0.0   3704  87.4        -  (SB-PCL::FAST-METHOD DAFT::%CHANGE-STATE (DEAD-WHITE T))
 346      1   0.0      1   0.0   3705  87.5        -  (FLET SB-THREAD::WITH-RECURSIVE-SYSTEM-LOCK-THUNK :IN SB-IMPL::GETHASH3)
 347      1   0.0      1   0.0   3706  87.5        -  (SB-PCL::FAST-METHOD DAFT::UPDATE (MISSILE))
 348      1   0.0      1   0.0   3707  87.5        -  SSBO-DATA-TYPE
 349      1   0.0      1   0.0   3708  87.5        -  RTG-MATH.VECTOR2:=
 350      1   0.0      1   0.0   3709  87.6        -  (FLET #:CLEANUP-FUN-456 :IN DAFT::RUN-ALL-KIND-COLLISION-CHECKS)
 351      1   0.0      1   0.0   3710  87.6        -  (SB-IMPL::OPTIMIZED-DATA-VECTOR-REF (UNSIGNED-BYTE 32))
 352      1   0.0      1   0.0   3711  87.6        -  RTG-MATH.VECTOR2:CROSS
 353      1   0.0      1   0.0   3712  87.6        -  SB-IMPL::EQL-HASH
 354      1   0.0      1   0.0   3713  87.7        -  CEPL.TYPES.FOREIGN:INT-FROM-FOREIGN
 355      1   0.0      1   0.0   3714  87.7        -  (LAMBDA (SB-PCL::.ARG0.))
 356      1   0.0      1   0.0   3715  87.7        -  SB-KERNEL:CHECK-FOR-CIRCULARITY
 357      1   0.0      1   0.0   3716  87.7        -  "foreign function glBindTexture"
 358      1   0.0      1   0.0   3717  87.7        -  KEYBOARD
 359      1   0.0      1   0.0   3718  87.8        -  (LABELS #:|expired1862| :IN SPAWN)
 360      1   0.0      1   0.0   3719  87.8        -  (SB-PCL::FAST-METHOD DAFT::UPDATE (DAFT::GOD))
 361      1   0.0      1   0.0   3720  87.8        -  CEPL.HOST:WINDOW-SIZE
 362      1   0.0      1   0.0   3721  87.8        -  (LAMBDA (#:G1 ACTOR-KIND) :IN DAFT::UPDATE-ACTOR-KINDS)
 363      1   0.0      1   0.0   3722  87.9        -  SB-IMPL::%MAKE-STRING-OUTPUT-STREAM
 364      1   0.0      1   0.0   3723  87.9        -  (SB-PCL::FAST-METHOD DAFT::UPDATE (WALL-BLUE))
 365      1   0.0      1   0.0   3724  87.9        -  RTG-MATH.VECTOR2.NON-CONSING:*S
 366      1   0.0      1   0.0   3725  87.9        -  CHAR-UPCASE
 367      0   0.0   4042  95.4   3725  87.9        -  (FLET #:WITHOUT-INTERRUPTS-BODY-1127 :IN SB-THREAD::INITIAL-THREAD-FUNCTION-TRAMPOLINE)
 368      0   0.0   4042  95.4   3725  87.9        -  (FLET SB-THREAD::WITH-MUTEX-THUNK :IN SB-THREAD::INITIAL-THREAD-FUNCTION-TRAMPOLINE)
 369      0   0.0   4042  95.4   3725  87.9        -  (FLET #:WITHOUT-INTERRUPTS-BODY-358 :IN SB-THREAD::CALL-WITH-MUTEX)
 370      0   0.0   4042  95.4   3725  87.9        -  SB-THREAD::INITIAL-THREAD-FUNCTION-TRAMPOLINE
 371      0   0.0   4042  95.4   3725  87.9        -  "foreign function call_into_lisp"
 372      0   0.0   4042  95.4   3725  87.9        -  "foreign function new_thread_trampoline"
 373      0   0.0   4035  95.3   3725  87.9        -  SWANK/SBCL::CALL-WITH-BREAK-HOOK
 374      0   0.0   4035  95.3   3725  87.9        -  (FLET SWANK/BACKEND:CALL-WITH-DEBUGGER-HOOK :IN "/home/baggers/quicklisp/dists/quicklisp/software/slime-v2.20/swank/sbcl.lisp")
 375      0   0.0   4023  95.0   3725  87.9        -  DAFT
 376      0   0.0   4023  95.0   3725  87.9        -  SB-EXT:CALL-WITH-TIMING
 377      0   0.0   4023  95.0   3725  87.9        -  SB-INT:SIMPLE-EVAL-IN-LEXENV
 378      0   0.0   4023  95.0   3725  87.9        -  SB-IMPL::SIMPLE-EVAL-PROGN-BODY
 379      0   0.0   4023  95.0   3725  87.9        -  EVAL
 380      0   0.0   4023  95.0   3725  87.9        -  SWANK::EVAL-REGION
 381      0   0.0   4023  95.0   3725  87.9        -  (LAMBDA NIL :IN SWANK-REPL::REPL-EVAL)
 382      0   0.0   4023  95.0   3725  87.9        -  SWANK-REPL::TRACK-PACKAGE
 383      0   0.0   4023  95.0   3725  87.9        -  SWANK::CALL-WITH-RETRY-RESTART
 384      0   0.0   4023  95.0   3725  87.9        -  SWANK::CALL-WITH-BUFFER-SYNTAX
 385      0   0.0   4023  95.0   3725  87.9        -  SWANK-REPL::REPL-EVAL
 386      0   0.0   4023  95.0   3725  87.9        -  SWANK:EVAL-FOR-EMACS
 387      0   0.0   4023  95.0   3725  87.9        -  SWANK::PROCESS-REQUESTS
 388      0   0.0   4023  95.0   3725  87.9        -  LIVESUPPORT:UPDATE-REPL-LINK
 389      0   0.0   4023  95.0   3725  87.9        -  (LAMBDA NIL :IN SWANK::HANDLE-REQUESTS)
 390      0   0.0   4023  95.0   3725  87.9        -  SWANK::CALL-WITH-BINDINGS
 391      0   0.0   4023  95.0   3725  87.9        -  SWANK::HANDLE-REQUESTS
 392      0   0.0    405   9.6   3725  87.9        -  "foreign function __sched_yield"
 393      0   0.0    141   3.3   3725  87.9        -  SUBSEQ-G
 394      0   0.0     76   1.8   3725  87.9        -  CEPL.BLENDING::%BLEND-USING-PARAMS
 395      0   0.0     47   1.1   3725  87.9        -  DAFT::DRAW-OPAQUE-PARTS-OF-ACTORS
 396      0   0.0     46   1.1   3725  87.9        -  SWANK::WAIT-FOR-EVENT
 397      0   0.0     44   1.0   3725  87.9        -  "foreign function __poll"
 398      0   0.0     38   0.9   3725  87.9        -  (SB-PCL::FAST-METHOD INITIALIZE-INSTANCE :AFTER (CFFI::ENHANCED-FOREIGN-TYPE))
 399      0   0.0     32   0.8   3725  87.9        -  (FLET #:CLEANUP-FUN-333 :IN DAFT::RUN-COLLISION-CHECKS)
 400      0   0.0     28   0.7   3725  87.9        -  SB-FORMAT::INTERPRET-DIRECTIVE-LIST
 401      0   0.0     23   0.5   3725  87.9        -  PRIN1
 402      0   0.0     22   0.5   3725  87.9        -  (LABELS SB-IMPL::HANDLE-IT :IN SB-KERNEL:OUTPUT-OBJECT)
 403      0   0.0     21   0.5   3725  87.9        -  (SB-PCL::FAST-METHOD PRINT-OBJECT (CONS T))
 404      0   0.0     19   0.4   3725  87.9        -  CEPL.BLENDING::%BLEND-I
 405      0   0.0     18   0.4   3725  87.9        -  CEPL.SDL2::SDL-STEP-V1
 406      0   0.0     18   0.4   3725  87.9        -  (FLET #:WITHOUT-INTERRUPTS-BODY-653 :IN SB-THREAD::%CONDITION-WAIT)
 407      0   0.0     18   0.4   3725  87.9        -  SB-THREAD:CONDITION-WAIT
 408      0   0.0     18   0.4   3725  87.9        -  (FLET SWANK/BACKEND:RECEIVE-IF :IN "/home/baggers/quicklisp/dists/quicklisp/software/slime-v2.20/swank/sbcl.lisp")
 409      0   0.0     18   0.4   3725  87.9        -  WALL-BLUE-MAIN
 410      0   0.0     17   0.4   3725  87.9        -  SDL2:NEW-EVENT
 411      0   0.0     13   0.3   3725  87.9        -  SHIP-MAIN
 412      0   0.0     12   0.3   3725  87.9        -  CEPL.C-ARRAYS::%GL-CALC-BYTE-SIZE
 413      0   0.0     12   0.3   3725  87.9        -  (LAMBDA NIL :IN SWANK::INDENTATION-CACHE-LOOP)
 414      0   0.0     12   0.3   3725  87.9        -  SWANK::INDENTATION-CACHE-LOOP
 415      0   0.0     11   0.3   3725  87.9        -  DAFT::GET-COLL-RESULT-ARRAY
 416      0   0.0     11   0.3   3725  87.9        -  "foreign function pthread_self"
 417      0   0.0      9   0.2   3725  87.9        -  "foreign function __libc_calloc"
 418      0   0.0      7   0.2   3725  87.9        -  SURFACE-RESOLUTION
 419      0   0.0      7   0.2   3725  87.9        -  GOD-MAIN
 420      0   0.0      7   0.2   3725  87.9        -  COLL-WITH
 421      0   0.0      7   0.2   3725  87.9        -  "foreign function interrupt_handle_pending"
 422      0   0.0      7   0.2   3725  87.9        -  "foreign function handle_trap"
 423      0   0.0      7   0.2   3725  87.9        -  (FLET SB-IMPL::OUTPUT-TOKEN :IN SB-KERNEL:OUTPUT-SYMBOL)
 424      0   0.0      6   0.1   3725  87.9        -  SDL2:GET-WINDOW-SIZE
 425      0   0.0      6   0.1   3725  87.9        -  CEPL.SDL2::SDL-SURFACE-SIZE
 426      0   0.0      6   0.1   3725  87.9        -  SB-FORMAT::TOKENIZE-CONTROL-STRING
 427      0   0.0      5   0.1   3725  87.9        -  ANGLE-BETWEEN
 428      0   0.0      5   0.1   3725  87.9        -  (SB-PCL::FAST-METHOD AUTOWRAP:FOREIGN-SCALAR-P (AUTOWRAP:FOREIGN-ALIAS))
 429      0   0.0      5   0.1   3725  87.9        -  ORB-MAIN
 430      0   0.0      4   0.1   3725  87.9        -  "foreign function __clock_gettime"
 431      0   0.0      4   0.1   3725  87.9        -  (FLET #:CLEANUP-FUN-262 :IN DAFT::RUN-COLLISION-CHECKS)
 432      0   0.0      4   0.1   3725  87.9        -  COLOR-CONTROL
 433      0   0.0      4   0.1   3725  87.9        -  SWANK::DISPATCH-LOOP
 434      0   0.0      4   0.1   3725  87.9        -  SWANK::CONTROL-THREAD
 435      0   0.0      3   0.1   3725  87.9        -  "foreign function cfree"
 436      0   0.0      3   0.1   3725  87.9        -  (FLET SB-PCL::GET-OR-PUT-CTOR :IN "/home/christophe/src/sbcl-release-dir-20170530-aobhhg1yU/sbcl-1.3.18/src/pcl/ctor.lisp")
 437      0   0.0      3   0.1   3725  87.9        -  MOVE-TOWARDS
 438      0   0.0      3   0.1   3725  87.9        -  AUTOWRAP:FIND-TYPE
 439      0   0.0      3   0.1   3725  87.9        -  (SB-PCL::FAST-METHOD AUTOWRAP:FOREIGN-SCALAR-P (SYMBOL))
 440      0   0.0      3   0.1   3725  87.9        -  SB-THREAD::CALL-WITH-SYSTEM-MUTEX/WITHOUT-GCING
 441      0   0.0      3   0.1   3725  87.9        -  SB-PCL::ALLOCATE-STANDARD-INSTANCE
 442      0   0.0      3   0.1   3725  87.9        -  "foreign function pthread_mutex_lock"
 443      0   0.0      3   0.1   3725  87.9        -  (SB-PCL::FAST-METHOD AUTOWRAP:FOREIGN-SCALAR-P (AUTOWRAP:FOREIGN-RECORD))
 444      0   0.0      3   0.1   3725  87.9        -  (LAMBDA NIL :IN SPAWN)
 445      0   0.0      2   0.0   3725  87.9        -  (SB-PCL::FAST-METHOD DAFT::UPDATE (WALL-RED))
 446      0   0.0      2   0.0   3725  87.9        -  (FLET #:CLEANUP-FUN-526 :IN DAFT::RUN-ALL-KIND-COLLISION-CHECKS)
 447      0   0.0      2   0.0   3725  87.9        -  (FLET #:CLEANUP-FUN-1986 :IN CLEAR-FBO)
 448      0   0.0      2   0.0   3725  87.9        -  (FLET #:CLEANUP-FUN-159 :IN DAFT::DRAW-ACTOR-KINDS)
 449      0   0.0      2   0.0   3725  87.9        -  KEY-DOWN-P
 450      0   0.0      2   0.0   3725  87.9        -  SB-EXT:CANCEL-FINALIZATION
 451      0   0.0      2   0.0   3725  87.9        -  SDL2::SDL-CANCEL-COLLECT
 452      0   0.0      2   0.0   3725  87.9        -  SDL2:FREE-EVENT
 453      0   0.0      2   0.0   3725  87.9        -  "foreign function __libc_malloc"
 454      0   0.0      2   0.0   3725  87.9        -  DAFT::MAKE-PUBLIC-STATE
 455      0   0.0      2   0.0   3725  87.9        -  SWANK/SBCL::MAILBOX
 456      0   0.0      2   0.0   3725  87.9        -  FIND-PACKAGE
 457      0   0.0      2   0.0   3725  87.9        -  (FLET #:BODY-FUN-911 :IN CLRHASH)
 458      0   0.0      2   0.0   3725  87.9        -  (FLET #:WRAPPER306 :IN AUTOWRAP:FOREIGN-SCALAR-P)
 459      0   0.0      2   0.0   3725  87.9        -  SDL2::SDL-COLLECT
 460      0   0.0      2   0.0   3725  87.9        -  (SB-PCL::FAST-METHOD SPAWN ((EQL (QUOTE SPARKLE)) T))
 461      0   0.0      2   0.0   3725  87.9        -  (LAMBDA NIL :IN SPAWN)
 462      0   0.0      2   0.0   3725  87.9        -  (FLET SWANK/BACKEND:RECEIVE-IF :IN "/home/baggers/quicklisp/dists/quicklisp/software/slime-v2.20/swank/sbcl.lisp")
 463      0   0.0      2   0.0   3725  87.9        -  SWANK::SENTINEL
 464      0   0.0      1   0.0   3725  87.9        -  "foreign function write"
 465      0   0.0      1   0.0   3725  87.9        -  AUTOWRAP:MAKE-WRAPPER-INSTANCE
 466      0   0.0      1   0.0   3725  87.9        -  (FLET #:FORM-FUN-3028 :IN SB-GRAY:STREAM-FORCE-OUTPUT)
 467      0   0.0      1   0.0   3725  87.9        -  (SB-PCL::FAST-METHOD SB-GRAY:STREAM-FORCE-OUTPUT :AROUND (SWANK/GRAY::SLIME-OUTPUT-STREAM))
 468      0   0.0      1   0.0   3725  87.9        -  FORCE-OUTPUT
 469      0   0.0      1   0.0   3725  87.9        -  SWANK::AUTO-FLUSH-LOOP
 470      0   0.0      1   0.0   3725  87.9        -  (FLET SB-THREAD::EXEC :IN SB-KERNEL::POST-GC)
 471      0   0.0      1   0.0   3725  87.9        -  "foreign function maybe_gc"
 472      0   0.0      1   0.0   3725  87.9        -  DAFT::RESET-SURVIVING-ACTOR-ARRAY
 473      0   0.0      1   0.0   3725  87.9        -  COMPASS-DIR
 474      0   0.0      1   0.0   3725  87.9        -  (FLET #:WITHOUT-INTERRUPTS-BODY-424 :IN SB-THREAD::CALL-WITH-RECURSIVE-SYSTEM-LOCK)
 475      0   0.0      1   0.0   3725  87.9        -  "foreign function glBindVertexArray"
 476      0   0.0      1   0.0   3725  87.9        -  TURN-LEFT
 477      0   0.0      1   0.0   3725  87.9        -  AUTOWRAP:ALLOC-PTR
 478      0   0.0      1   0.0   3725  87.9        -  (FLET SB-IMPL::REPLACE-ALL :IN GET-OUTPUT-STREAM-STRING)
 479      0   0.0      1   0.0   3725  87.9        -  AUTOWRAP::REQUIRE-TYPE
 480      0   0.0      1   0.0   3725  87.9        -  AUTOWRAP:ENUM-VALUE
 481      0   0.0      1   0.0   3725  87.9        -  "Unknown component: #x1006604E90"
 482      0   0.0      1   0.0   3725  87.9        -  (SB-PCL::FAST-METHOD SPAWN ((EQL (QUOTE WALL-GREEN)) T))
 483      0   0.0      1   0.0   3725  87.9        -  SPAWN-WALL
 484      0   0.0      1   0.0   3725  87.9        -  (FLET SB-THREAD::WITH-MUTEX-THUNK :IN SWANK/SBCL::MAILBOX)
 485      0   0.0      1   0.0   3725  87.9        -  TURN-RIGHT
 486      0   0.0      1   0.0   3725  87.9        -  DAFT::GET-ACTOR-KIND-BY-NAME
 487      0   0.0      1   0.0   3725  87.9        -  WALL-RED-SPLODE
 488      0   0.0      1   0.0   3725  87.9        -  (FLET #:CLEANUP-FUN-256 :IN DAFT::DRAW-ACTOR-KINDS)
 489      0   0.0      1   0.0   3725  87.9        -  "foreign function glBindBuffer"
 490      0   0.0      1   0.0   3725  87.9        -  NOW
 491      0   0.0      1   0.0   3725  87.9        -  SINCE
 492      0   0.0      1   0.0   3725  87.9        -  SB-INT:%FIND-PACKAGE-OR-LOSE
 493      0   0.0      1   0.0   3725  87.9        -  "foreign function pthread_equal"
 494      0   0.0      1   0.0   3725  87.9        -  (SB-PCL::FAST-METHOD SB-MOP:CLASS-SLOTS :BEFORE (SB-PCL::SLOT-CLASS))
 495      0   0.0      1   0.0   3725  87.9        -  (SB-PCL::FAST-METHOD SB-MOP:CLASS-PROTOTYPE (SB-PCL::STD-CLASS))
